,﻿id,device,timestamp,BSSID,SSID,autoJoinStatus,blackListTimestamp,capabilities,distanceCm,distanceSdCm,frequency,isAutoJoinCandidate,level,numConnection,numIpConfigFailures,numUsage,seen,timestamp.1,tsf,untrusted,wifiSsid_octets_buf,wifiSsid_octets_count
0,738fb79c-7fb2-4923-a650-a8340d331272-2,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1452329337.56,4c:72:b9:1a:98:0d,sknepal,0,0,[WPA-PSK-TKIP][ESS],-1,-1,2412,1076,-70,0,0,0,1452329337545,1452329337.56,103113166415,False,115,7
32,738fb79c-7fb2-4923-a650-a8340d331272-3,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1452329337.56,b0:48:7a:a2:a1:e0,TP-LINK_A2A1E0,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-1,-1,2412,0,-86,0,0,0,1452329337545,1452329337.56,103113166415,True,84,14
320,738fb79c-7fb2-4923-a650-a8340d331272-12,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1452330536.51,c8:3a:35:32:76:b9,Tenda_3276B8,0,0,[WPA2-PSK-CCMP+TKIP][ESS],-1,-1,2412,0,-89,0,0,0,1452330536459,1452330536.51,104312058540,True,84,12
1152,57f59167-774c-4cd7-b557-37a34110b109-14,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1447040274.27,24:9e:ab:e8:e0:68,shiva123,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-1,-1,2437,0,-89,0,0,0,1447040274255,1447040274.27,511070703568,True,115,8
1408,0dc8c3b7-9046-449b-b573-ccfa5790ea92-46,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1455966346.0,b0:48:7a:c9:f5:0a,sumitran,0,0,[WPA2-PSK-CCMP+TKIP][ESS],-1,-1,2432,3,-40,0,0,0,1455966345876,1455966346.0,122476762,False,115,8
2688,0b95c65c-1d7c-4cd9-9294-2d5cbe9fc47c-4,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1457026951.62,c8:60:00:5b:aa:d4,Aum,0,0,[WEP][ESS],-1,-1,2422,0,-89,0,0,0,1457026951575,1457026951.62,101615516670,True,65,3
2944,0b95c65c-1d7c-4cd9-9294-2d5cbe9fc47c-12,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1457028269.53,b0:48:7a:a2:a1:e0,TRPANDEY,0,0,[WPA2-PSK-CCMP+TKIP][ESS],-1,-1,2462,0,-85,0,0,0,1457028269521,1457028269.53,102933476352,True,84,8
3712,f627ca36-f3e7-4173-96f4-853afe5622e8-54,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1457837703.54,90:61:0c:1a:96:4a,Nbnstha,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-1,-1,2462,0,-91,0,0,0,1457837703384,1457837703.54,42140172557,True,78,7
3936,27c6a693-7db7-45b8-b91f-7db1766da7cf-6,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1447766906.65,c8:3a:35:11:bb:49,GABBAR,0,0,[WPA-PSK-CCMP+TKIP][ESS],-1,-1,2412,0,-89,0,0,0,1447766906636,1447766906.65,210150684433,True,71,6
5952,8134dcf3-d7aa-4094-ab1f-3f505f433ee8-23,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1450239782.24,c0:4a:00:d6:5c:ce,bbs,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-1,-1,2437,0,-87,0,0,0,1450239782200,1450239782.24,49657861052,True,98,3
10336,8b4f16b1-0716-4940-beba-f5e36cc3f1a4-14,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1452270959.97,c8:60:00:5b:aa:d4,AUM,0,0,[WPA2-PSK-CCMP][ESS],-1,-1,2462,0,-90,0,0,0,1452270959847,1452270959.97,44736741922,True,65,3
11296,6396ede4-dc38-4b01-85ca-ef59a6a3dc90-72,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1460477620.48,10:fe:ed:be:0c:be,TP-LINK_BE0CBE,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-1,-1,2437,0,-92,0,0,0,1460477620419,1460477620.48,15342690934,True,84,14
23168,09703183-ac18-4900-b084-ac8ff493eed2-8,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1449578601.8,14:cc:20:fe:bc:be,TIWARI HOME,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-1,-1,2437,0,-91,0,0,0,1449578601743,1449578601.8,252186588715,True,84,11
25920,9da19791-82ba-459f-96a0-1ca6fc99e5a7-10,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1456364569.4,24:9e:ab:e8:79:b8,Wi-fi Time,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-1,-1,2457,0,-73,0,0,0,1456364569265,1456364569.4,87180746970,True,87,10
25952,9da19791-82ba-459f-96a0-1ca6fc99e5a7-11,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1456364569.4,10:fe:ed:3d:de:ee,wifi,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2462,0,-86,0,0,0,1456364569266,1456364569.4,87180747031,True,119,4
25984,9da19791-82ba-459f-96a0-1ca6fc99e5a7-12,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1456364569.41,90:f6:52:98:c5:7f,BHOJRAJ,0,0,[WPA-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2422,0,-89,0,0,0,1456364569266,1456364569.41,87180747062,True,66,7
26016,9da19791-82ba-459f-96a0-1ca6fc99e5a7-13,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1456364569.42,64:70:02:e7:e9:00,Namaste,0,0,[WPA-PSK-TKIP][WPS][ESS],-1,-1,2437,0,-86,0,0,0,1456364569267,1456364569.42,87180747062,True,78,7
26048,9da19791-82ba-459f-96a0-1ca6fc99e5a7-14,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1456364569.43,a8:32:9a:00:2f:04,Ravi,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-1,-1,2412,0,-92,0,0,0,1456364569268,1456364569.43,87180747093,True,82,4
26208,9da19791-82ba-459f-96a0-1ca6fc99e5a7-19,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1456364868.88,64:70:02:c5:19:cc,Alpha,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2417,0,-87,0,0,0,1456364868867,1456364868.88,87480367376,True,65,5
26272,9da19791-82ba-459f-96a0-1ca6fc99e5a7-21,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1456365178.52,bc:96:80:3b:51:b8,Narsimha,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2427,0,-70,0,0,0,1456365178505,1456365178.52,87786602647,True,78,8
26304,9da19791-82ba-459f-96a0-1ca6fc99e5a7-22,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1456365178.53,f8:1a:67:cf:9c:8b,TP-LINK-adsl,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2412,0,-85,0,0,0,1456365178505,1456365178.53,87790013746,True,84,12
26336,9da19791-82ba-459f-96a0-1ca6fc99e5a7-23,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1456365178.53,bc:96:80:3b:51:b9,none,0,0,[ESS],-1,-1,2427,0,-66,0,0,0,1456365178505,1456365178.53,87790013746,True,0,0
26400,9da19791-82ba-459f-96a0-1ca6fc99e5a7-25,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1456365178.53,c8:3a:35:0e:9a:e8,Tenda_0E9AE8,0,0,[WPA-PSK-CCMP+TKIP][ESS],-1,-1,2442,0,-87,0,0,0,1456365178507,1456365178.53,87786602708,True,84,12
26432,9da19791-82ba-459f-96a0-1ca6fc99e5a7-26,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1456365178.53,c4:e9:84:7e:a8:12,pinkudinku,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],-1,-1,2462,0,-91,0,0,0,1456365178508,1456365178.53,87786002380,True,112,10
26464,9da19791-82ba-459f-96a0-1ca6fc99e5a7-27,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1456365178.54,c8:3a:35:36:6b:f0,Toplink,0,0,[WPA-PSK-CCMP][ESS],-1,-1,2457,0,-84,0,0,0,1456365178508,1456365178.54,87786602677,True,84,7
26496,9da19791-82ba-459f-96a0-1ca6fc99e5a7-28,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1456365178.54,bc:96:80:14:ab:27,DIGICOM - ZING,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-1,-1,2417,0,-73,0,0,0,1456365178509,1456365178.54,87786602677,True,68,14
26528,9da19791-82ba-459f-96a0-1ca6fc99e5a7-29,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1456365178.54,f8:d1:11:58:08:e8,SHIKHA,0,0,[WPS][WEP][ESS],-1,-1,2457,0,-80,0,0,0,1456365178509,1456365178.54,87790013746,True,83,6
27552,2522442f-9f33-46ac-9624-8a5e43668908-2,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1451449269.0,f8:1a:67:e7:bc:be,deerwalk-hotspot,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP-preauth][ESS],-1,-1,2462,0,-59,0,0,0,1451449268987,1451449269.0,62089362313,True,100,16
27744,2522442f-9f33-46ac-9624-8a5e43668908-8,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1451449605.93,94:0c:6d:e7:d8:fc,FRONTECH,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP-preauth][ESS],-1,-1,2462,0,-87,0,0,0,1451449605808,1451449605.93,62426162195,True,70,8
27808,2522442f-9f33-46ac-9624-8a5e43668908-10,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1451449605.95,f8:d1:11:78:94:a7,ntc,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-1,-1,2417,0,-93,0,0,0,1451449605810,1451449605.95,62426162195,True,110,3
27872,2522442f-9f33-46ac-9624-8a5e43668908-12,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1451449934.88,86:3b:b8:47:2a:42,SAA,0,0,[IBSS],-1,-1,2457,0,-65,0,0,0,1451449934851,1451449934.88,62755230148,True,83,3
27936,2522442f-9f33-46ac-9624-8a5e43668908-14,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1451450235.82,4a:d9:e7:21:e3:d7,DWIT-hotspot,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],-1,-1,2437,1,-79,0,0,0,1451450235762,1451450235.82,63056120993,False,68,12
28032,2522442f-9f33-46ac-9624-8a5e43668908-17,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1451450235.86,f8:d1:11:78:96:39,TP-LINK_789639,0,0,[WPA-PSK-CCMP+TKIP][ESS],-1,-1,2462,0,-89,0,0,0,1451450235772,1451450235.86,63056121023,True,84,14
28064,2522442f-9f33-46ac-9624-8a5e43668908-18,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1451450235.86,00:23:28:01:78:28,11n AP,0,0,[ESS],-1,-1,2437,0,-49,0,0,0,1451450235773,1451450235.86,63056120993,True,49,6
28224,2522442f-9f33-46ac-9624-8a5e43668908-23,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1451450597.7,54:35:30:2a:f9:a3,NETMAXWIFI,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2412,0,-89,0,0,0,1451450597685,1451450597.7,63418078895,True,78,10
28608,2522442f-9f33-46ac-9624-8a5e43668908-35,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1451451100.65,c6:80:9f:47:2a:42,sAG,0,0,[IBSS],-1,-1,2457,0,-86,0,0,0,1451451100634,1451451100.65,63921028838,True,115,3
28832,2522442f-9f33-46ac-9624-8a5e43668908-42,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1451451408.15,c8:d7:19:7a:1e:ab,Cisco76293,0,0,[WPA2-PSK-CCMP][WPS][ESS],-1,-1,2462,0,-86,0,0,0,1451451407697,1451451408.15,64228062103,True,67,10
37952,bfe24db0-5a6a-43f6-8a83-0160f485704e-21,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1452491572.67,e8:b4:c8:95:a4:8e,AndroidAP,0,0,[ESS],-1,-1,2437,0,-80,0,0,0,1452491572629,1452491572.67,265350331020,True,65,9
44160,6f7f4e1c-0df3-4007-8679-a6ee266c5607-2,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1447403195.84,a0:f3:c1:7f:6b:e9,TP-LINK_7F6BE9,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2412,0,-84,0,0,0,1447403195828,1447403195.84,21835055915,True,84,14
44192,6f7f4e1c-0df3-4007-8679-a6ee266c5607-3,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1447403195.84,c4:6e:1f:b6:6a:72,Static Ip,0,0,[WPA2-PSK-CCMP][WPS][ESS],-1,-1,2417,38,-92,0,0,0,1447403195828,1447403195.84,21831506182,False,83,9
44224,6f7f4e1c-0df3-4007-8679-a6ee266c5607-4,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1447403195.84,c4:6e:1f:68:80:be,South-West,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-1,-1,2462,0,-90,0,0,0,1447403195828,1447403195.84,21835055915,True,83,10
44256,6f7f4e1c-0df3-4007-8679-a6ee266c5607-5,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1447403548.55,00:19:be:80:73:b7,Broadlink Network,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],-1,-1,2452,0,-80,0,0,0,1447403548538,1447403548.55,22187761668,True,66,17
44320,6f7f4e1c-0df3-4007-8679-a6ee266c5607-7,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1447403548.55,c0:4a:00:4a:a5:82,TP-LINK_4AA582,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2422,0,-82,0,0,0,1447403548539,1447403548.55,22187761699,True,84,14
44384,6f7f4e1c-0df3-4007-8679-a6ee266c5607-9,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1447403548.56,00:18:25:16:2e:00,BL_Mgmt_122,0,0,[WPA2-PSK-CCMP][ESS],-1,-1,2437,0,-81,0,0,0,1447403548539,1447403548.56,22187761699,True,66,11
44416,6f7f4e1c-0df3-4007-8679-a6ee266c5607-10,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1447403788.55,14:60:80:9a:bb:36,(-_-),0,0,[WPA2-PSK-CCMP][WPS][ESS],-1,-1,2462,0,-73,0,0,0,1447403788488,1447403788.55,22427694371,True,40,5
44544,6f7f4e1c-0df3-4007-8679-a6ee266c5607-14,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1447403788.58,10:6f:3f:39:f8:88,Nepal Telecom FreeWiFi,0,0,[ESS],-1,-1,2412,0,-66,0,0,0,1447403788491,1447403788.58,22427694340,True,78,22
47456,7f23bd7f-6f18-44d2-bc3b-1a7c7fc7761b-12,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1445166428.67,a0:f3:c1:b6:a4:9c,Tplink10,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-1,-1,2437,0,-91,0,0,0,1445166428628,1445166428.67,365364849129,True,84,8
49920,ce13ba5b-2cd8-4259-9c7a-bf5fac212450-2,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1457163697.19,68:72:51:10:97:65,ODD-2016-G1,16,0,[WPA2-PSK-CCMP+TKIP][ESS],-1,-1,2442,13,-50,0,0,0,1457163696538,1457163697.19,59623703080,True,79,11
49952,ce13ba5b-2cd8-4259-9c7a-bf5fac212450-3,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1457163697.21,68:72:51:2c:ca:4e,ODD-2016-G2,0,0,[WPA2-PSK-CCMP+TKIP][ESS],-1,-1,2427,4,-71,0,0,0,1457163696838,1457163697.21,59623703141,True,79,11
49984,ce13ba5b-2cd8-4259-9c7a-bf5fac212450-4,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1457163697.22,00:21:a0:80:6e:c2,KCMFWiFi,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP][ESS],-1,-1,2412,0,-85,0,0,0,1457163697121,1457163697.22,59623703141,True,75,8
50016,ce13ba5b-2cd8-4259-9c7a-bf5fac212450-5,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1457163697.22,00:21:a0:80:6e:c0,KCMWiFi,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP][ESS],-1,-1,2412,0,-87,0,0,0,1457163697122,1457163697.22,59623703172,True,75,7
50144,ce13ba5b-2cd8-4259-9c7a-bf5fac212450-9,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1457164434.22,00:21:a0:80:6e:c1,KCMSWiFi,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-1,-1,2412,0,-65,0,0,0,1457164434206,1457164434.22,60361735852,True,75,8
50208,ce13ba5b-2cd8-4259-9c7a-bf5fac212450-11,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1457165318.35,c4:e9:84:5b:5b:82,Mahato Companies,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-1,-1,2457,0,-88,0,0,0,1457165318341,1457165318.35,61245918710,True,77,16
50240,ce13ba5b-2cd8-4259-9c7a-bf5fac212450-12,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1457165318.36,08:10:77:32:84:fa,IDMC,0,0,[WPA2-PSK-CCMP+TKIP][ESS],-1,-1,2437,0,-79,0,0,0,1457165318341,1457165318.36,61245918680,True,73,4
50304,ce13ba5b-2cd8-4259-9c7a-bf5fac212450-14,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1457165318.36,12:19:be:30:8d:8e,Imadole WIFI2,0,0,[WPA2-PSK-CCMP][ESS],-1,-1,2452,0,-89,0,0,0,1457165318342,1457165318.36,61245918710,True,73,13
50336,ce13ba5b-2cd8-4259-9c7a-bf5fac212450-15,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1457165318.36,22:19:be:30:8d:8e,PPPoE Imadole Hattiban,0,0,[WPA2-PSK-CCMP][ESS],-1,-1,2452,0,-91,0,0,0,1457165318342,1457165318.36,61245918710,True,80,22
61824,0ac2732b-3b98-4ce8-aeba-ed4131cde7c8-10,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1451395743.71,90:61:0c:1a:96:4a,Nabin,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2457,0,-90,0,0,0,1451395743687,1451395743.71,8564173190,True,78,5
73056,59fcfcc1-92b2-45e0-b7a5-fad1bf48cc48-13,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1452660206.91,00:22:75:f1:5a:f5,S.kunwar,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2437,0,-89,0,0,0,1452660206888,1452660206.91,76924265139,True,83,8
73088,59fcfcc1-92b2-45e0-b7a5-fad1bf48cc48-14,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1452660206.91,a8:32:9a:00:1f:ea,Wireless wifi,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-1,-1,2412,0,-91,0,0,0,1452660206888,1452660206.91,76924265139,True,87,13
73120,59fcfcc1-92b2-45e0-b7a5-fad1bf48cc48-15,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1452661010.05,c8:3a:35:40:3d:a8,EXXURA,0,0,[WPA-PSK-CCMP][ESS],-1,-1,2462,0,-77,0,0,0,1452661010030,1452661010.05,77727405197,True,69,6
73152,59fcfcc1-92b2-45e0-b7a5-fad1bf48cc48-16,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1452661010.05,c8:3a:35:40:3d:a9,SPOT,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-1,-1,2462,0,-77,0,0,0,1452661010031,1452661010.05,77727405197,True,83,4
73184,59fcfcc1-92b2-45e0-b7a5-fad1bf48cc48-17,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1452661010.05,64:66:b3:a0:03:3c,Police 2,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-1,-1,2452,0,-80,0,0,0,1452661010031,1452661010.05,77727405197,True,80,8
73216,59fcfcc1-92b2-45e0-b7a5-fad1bf48cc48-18,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1452661010.06,74:ea:3a:da:d9:17,CONNECTING HEART,0,0,[WPA-PSK-TKIP][WPA2-PSK-TKIP][ESS],-1,-1,2412,0,-70,0,0,0,1452661010031,1452661010.06,77717044935,True,67,16
73280,59fcfcc1-92b2-45e0-b7a5-fad1bf48cc48-20,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1452661010.09,64:70:02:e0:b9:70,HEMS,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-1,-1,2412,0,-85,0,0,0,1452661010032,1452661010.09,77727405228,True,72,4
73312,59fcfcc1-92b2-45e0-b7a5-fad1bf48cc48-21,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1452661010.09,d8:50:e6:5c:93:21,ASUS,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2412,2,-81,0,0,0,1452661010032,1452661010.09,77727405228,False,65,4
73344,59fcfcc1-92b2-45e0-b7a5-fad1bf48cc48-22,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1452661010.09,c8:3a:35:11:dc:b1,kwality,0,0,[WPA-PSK-CCMP+TKIP][ESS],-1,-1,2412,0,-87,0,0,0,1452661010033,1452661010.09,77727405228,True,107,7
73504,59fcfcc1-92b2-45e0-b7a5-fad1bf48cc48-27,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1452661121.8,f4:ec:38:e0:9a:5b,samintl,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-1,-1,2432,0,-92,0,0,0,1452661121770,1452661121.8,77837437122,True,115,7
73536,59fcfcc1-92b2-45e0-b7a5-fad1bf48cc48-28,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1452661121.8,02:19:be:30:8d:81,PPPoE MRJ Chowk,0,0,[WPA2-PSK-CCMP][ESS],-1,-1,2432,0,-84,0,0,0,1452661121770,1452661121.8,77837436969,True,80,15
73600,59fcfcc1-92b2-45e0-b7a5-fad1bf48cc48-30,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1452661121.8,c8:3a:35:3a:85:b1,b.f.academy,0,0,[WPA2-PSK-CCMP+TKIP][ESS],-1,-1,2417,0,-78,0,0,0,1452661121770,1452661121.8,77839146415,True,98,11
73632,59fcfcc1-92b2-45e0-b7a5-fad1bf48cc48-31,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1452661121.81,90:61:0c:17:27:49,RM International,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-1,-1,2417,0,-87,0,0,0,1452661121771,1452661121.81,77839146445,True,82,16
73664,59fcfcc1-92b2-45e0-b7a5-fad1bf48cc48-32,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1452661121.81,90:f6:52:e9:95:c1,Ishan _Ground,0,0,[WPA2-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2462,0,-89,0,0,0,1452661121771,1452661121.81,77839146476,True,73,13
73696,59fcfcc1-92b2-45e0-b7a5-fad1bf48cc48-33,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1452661121.81,c8:3a:35:1c:e6:91,Tenda_1CE691,0,0,[WPA-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2412,0,-86,0,0,0,1452661121771,1452661121.81,77839146445,True,84,12
73728,59fcfcc1-92b2-45e0-b7a5-fad1bf48cc48-34,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1452661121.81,a8:32:9a:00:31:54,Bruce,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-1,-1,2412,0,-87,0,0,0,1452661121772,1452661121.81,77839146476,True,66,5
73760,59fcfcc1-92b2-45e0-b7a5-fad1bf48cc48-35,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1452661121.81,00:27:22:4c:d9:86,CLASSICTECH CT WIFI,0,0,[ESS],-1,-1,2412,0,-87,0,0,0,1452661121772,1452661121.81,77839146445,True,67,19
73792,59fcfcc1-92b2-45e0-b7a5-fad1bf48cc48-36,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1452661603.52,14:cc:20:bc:d1:f4,deepti,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-1,-1,2437,0,-76,0,0,0,1452661603498,1452661603.52,78320875935,True,100,6
73824,59fcfcc1-92b2-45e0-b7a5-fad1bf48cc48-37,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1452661603.52,00:1f:33:7f:80:fa,NETGEAR,0,0,[WPA2-PSK-CCMP][ESS],-1,-1,2462,0,-90,0,0,0,1452661603498,1452661603.52,78320875965,True,78,7
73856,59fcfcc1-92b2-45e0-b7a5-fad1bf48cc48-38,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1452661603.52,00:19:be:30:8d:81,Broadlink MRJ Chowk,0,0,[ESS],-1,-1,2432,0,-82,0,0,0,1452661603499,1452661603.52,78320875935,True,66,19
76160,6279a53e-200d-45e2-8639-3cc5f181665f-2,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1450251473.46,08:10:77:22:e3:0f,netis,0,0,[ESS],-1,-1,2447,0,-77,0,0,0,1450251473399,1450251473.46,61349482073,True,110,5
76192,6279a53e-200d-45e2-8639-3cc5f181665f-3,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1450251473.47,c8:3a:35:1c:a8:59,Tenda_1CA859,0,0,[WPA-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2412,0,-76,0,0,0,1450251473399,1450251473.47,61349482073,True,84,12
76224,6279a53e-200d-45e2-8639-3cc5f181665f-4,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1450251473.47,00:30:4f:a7:da:75,TOSHIBA,0,0,[WPA2-PSK-CCMP][ESS],-1,-1,2432,0,-68,0,0,0,1450251473400,1450251473.47,61349482043,True,84,7
76256,6279a53e-200d-45e2-8639-3cc5f181665f-5,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1450251473.47,4c:72:b9:1b:aa:86,marick,0,0,[WPA-PSK-TKIP][ESS],-1,-1,2412,0,-87,0,0,0,1450251473400,1450251473.47,61349482073,True,109,6
76288,6279a53e-200d-45e2-8639-3cc5f181665f-6,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1450251473.47,b0:48:7a:c7:e9:8a,Upreti,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-1,-1,2412,0,-92,0,0,0,1450251473400,1450251473.47,61349482073,True,85,6
