,﻿id,device,timestamp,BSSID,SSID,autoJoinStatus,blackListTimestamp,capabilities,distanceCm,distanceSdCm,frequency,isAutoJoinCandidate,level,numConnection,numIpConfigFailures,numUsage,seen,timestamp.1,tsf,untrusted,wifiSsid_octets_buf,wifiSsid_octets_count
1214752,c285e6a8-b4ac-45f0-a928-6d09b3a15993-2,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1449382014.85,c4:6e:1f:4f:5a:71,TP-LINK_4F5A71,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2462,0,-75,0,0,0,1449382014828,1449382014.85,55593261253,True,84,14
1214816,c285e6a8-b4ac-45f0-a928-6d09b3a15993-4,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1449382014.93,f4:ec:38:d6:c7:f2,HariKrishna,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP-preauth][ESS],-1,-1,2412,0,-86,0,0,0,1449382014829,1449382014.93,55599329863,True,72,11
1214848,c285e6a8-b4ac-45f0-a928-6d09b3a15993-5,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1449382014.93,9c:28:ef:d4:53:ac,dcresidence,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-1,-1,2447,0,-77,0,0,0,1449382014829,1449382014.93,55599329833,True,100,11
1214880,c285e6a8-b4ac-45f0-a928-6d09b3a15993-6,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1449382014.93,24:9e:ab:61:0c:08,hikmat.khadka,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-1,-1,2412,0,-83,0,0,0,1449382014829,1449382014.93,55599329863,True,104,13
1214912,c285e6a8-b4ac-45f0-a928-6d09b3a15993-7,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1449382014.93,a8:32:9a:00:6c:f4,BigeshBhatiz,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-1,-1,2412,0,-86,0,0,0,1449382014829,1449382014.93,55599329863,True,66,12
1214976,c285e6a8-b4ac-45f0-a928-6d09b3a15993-9,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1449382014.93,c8:3a:35:35:89:89,appolo11,0,0,[WPA2-PSK-TKIP][WPS][ESS],-1,-1,2417,0,-87,0,0,0,1449382014830,1449382014.93,55599329863,True,97,8
1215008,c285e6a8-b4ac-45f0-a928-6d09b3a15993-10,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1449382014.93,a8:32:9a:00:5a:24,jobs,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-1,-1,2412,0,-85,0,0,0,1449382014830,1449382014.93,55599329863,True,106,4
1215040,c285e6a8-b4ac-45f0-a928-6d09b3a15993-11,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1449382014.93,74:ea:3a:ef:c2:fe,Car Key,0,0,[WPA-PSK-TKIP][WPA2-PSK-TKIP][ESS],-1,-1,2437,0,-86,0,0,0,1449382014830,1449382014.93,55599329863,True,67,7
1215072,c285e6a8-b4ac-45f0-a928-6d09b3a15993-12,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1449382014.93,e8:40:f2:99:85:19,Apollo,0,0,[WPA-PSK-TKIP][ESS],-1,-1,2462,0,-92,0,0,0,1449382014830,1449382014.93,55599329894,True,65,6
1215136,c285e6a8-b4ac-45f0-a928-6d09b3a15993-14,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1449382392.1,c8:3a:35:0c:ed:d9,Tenda_0CEDD9,0,0,[WPA-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2412,0,-76,0,0,0,1449382392066,1449382392.1,55976550127,True,84,12
1215168,c285e6a8-b4ac-45f0-a928-6d09b3a15993-15,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1449382392.1,c4:e9:84:7e:ba:fa,mahesh,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-1,-1,2457,0,-83,0,0,0,1449382392067,1449382392.1,55976550158,True,109,6
1215200,c285e6a8-b4ac-45f0-a928-6d09b3a15993-16,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1449382392.1,c8:3a:35:4c:05:68,Tenda_4C0568,0,0,[WPA-PSK-CCMP][ESS],-1,-1,2447,0,-84,0,0,0,1449382392067,1449382392.1,55976550127,True,84,12
1215232,c285e6a8-b4ac-45f0-a928-6d09b3a15993-17,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1449382392.1,a0:f3:c1:7f:9f:d6,DENIM,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2412,0,-85,0,0,0,1449382392067,1449382392.1,55976550127,True,68,5
1215264,c285e6a8-b4ac-45f0-a928-6d09b3a15993-18,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1449382392.1,c0:4a:00:a5:a4:64,Wezz'sWorld,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-1,-1,2412,0,-85,0,0,0,1449382392067,1449382392.1,55976550127,True,87,11
1215328,c285e6a8-b4ac-45f0-a928-6d09b3a15993-20,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1449382392.1,bc:96:80:12:2b:6b,UnitedWIFI,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-1,-1,2412,0,-85,0,0,0,1449382392068,1449382392.1,55976550158,True,85,10
1215392,c285e6a8-b4ac-45f0-a928-6d09b3a15993-22,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1449382392.1,d8:5d:4c:c8:63:fe,Unique,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP-preauth][ESS],-1,-1,2412,0,-87,0,0,0,1449382392068,1449382392.1,55976550189,True,85,6
1215424,c285e6a8-b4ac-45f0-a928-6d09b3a15993-23,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1449382392.11,64:70:02:c8:8c:29,TP-LINK_C88C29,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2412,0,-88,0,0,0,1449382392068,1449382392.11,55976550158,True,84,14
1215520,c285e6a8-b4ac-45f0-a928-6d09b3a15993-26,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1449382621.92,a8:32:9a:00:3d:12,Authorized,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-1,-1,2412,0,-77,0,0,0,1449382621871,1449382621.92,56206361866,True,65,10
1215552,c285e6a8-b4ac-45f0-a928-6d09b3a15993-27,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1449382621.95,c8:3a:35:58:28:11,greenpoint,0,0,[WEP][ESS],-1,-1,2422,0,-79,0,0,0,1449382621872,1449382621.95,56206361927,True,103,10
1215648,c285e6a8-b4ac-45f0-a928-6d09b3a15993-30,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1449382950.52,14:cc:20:a8:3e:cd,TP-LINK_A83ECD,0,0,[WPA2-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2442,0,-87,0,0,0,1449382950413,1449382950.52,56535731206,True,84,14
1215680,c285e6a8-b4ac-45f0-a928-6d09b3a15993-31,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1449382950.52,c8:3a:35:22:23:b8,Adrin,0,0,[WPA-PSK-CCMP][ESS],-1,-1,2412,0,-90,0,0,0,1449382950414,1449382950.52,56535731237,True,65,5
1215840,c285e6a8-b4ac-45f0-a928-6d09b3a15993-36,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1449383335.95,c8:3a:35:0c:d4:49,Tenda_0CD449,0,0,[WPA-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2412,0,-87,0,0,0,1449383335870,1449383335.95,56921195207,True,84,12
1215936,c285e6a8-b4ac-45f0-a928-6d09b3a15993-39,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1449383644.09,a8:32:9a:00:3f:56,wireless,0,0,[WPA2-PSK-CCMP][WPS][ESS],-1,-1,2412,0,-66,0,0,0,1449383644003,1449383644.09,57229325528,True,119,8
1215968,c285e6a8-b4ac-45f0-a928-6d09b3a15993-40,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1449383644.11,2c:cf:58:19:15:a4,shristeethapa,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-1,-1,2432,0,-73,0,0,0,1449383644004,1449383644.11,57229325589,True,115,13
1216000,c285e6a8-b4ac-45f0-a928-6d09b3a15993-41,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1449383644.12,2c:cf:58:19:cb:ac,thapabijay,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-1,-1,2427,0,-73,0,0,0,1449383644005,1449383644.12,57229325558,True,116,10
1216032,c285e6a8-b4ac-45f0-a928-6d09b3a15993-42,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1449383644.14,f8:d1:11:2b:df:14,TP-LINK_2BDF14,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],-1,-1,2412,0,-74,0,0,0,1449383644006,1449383644.14,57229325589,True,84,14
1216160,c285e6a8-b4ac-45f0-a928-6d09b3a15993-46,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1449383644.18,64:70:02:66:fd:d1,May Peace Prevail,0,0,[WPA2-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2457,0,-89,0,0,0,1449383644009,1449383644.18,57229325711,True,77,17
1216224,c285e6a8-b4ac-45f0-a928-6d09b3a15993-48,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1449383644.18,c8:3a:35:08:22:a9,smc,0,0,[WPA2-PSK-CCMP+TKIP][ESS],-1,-1,2442,0,-90,0,0,0,1449383644011,1449383644.18,57229325650,True,115,3
1237952,d9c5a8d6-c309-46c6-b548-1f66b60c2f80-12,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1458006575.22,10:fe:ed:0c:d4:4c,shiddhika,0,0,[WPA2-PSK-CCMP][WPS][ESS],-1,-1,2437,0,-88,0,0,0,1458006575187,1458006575.22,211002270374,True,115,9
1238112,d9c5a8d6-c309-46c6-b548-1f66b60c2f80-17,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1458006575.22,f8:1a:67:40:b9:ba,JONNEY,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2437,0,-86,0,0,0,1458006575189,1458006575.22,211010658837,True,74,6
1259552,ee3963b4-51e0-48e4-b32d-4708c0d3bf0d-24,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1447897490.22,f4:3e:61:5e:bc:ab,Asian,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-1,-1,2422,0,-90,0,0,0,1447897490171,1447897490.22,340734869542,True,65,5
1261056,88e6dd8e-4a2e-4bf1-b669-98ee77718575-7,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1458477972.93,04:8d:38:c6:76:d2,GARANTIA,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2412,0,-81,0,0,0,1458477972881,1458477972.93,29189866185,True,71,8
1261216,88e6dd8e-4a2e-4bf1-b669-98ee77718575-12,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1458478664.93,78:54:2e:f8:da:36,Metro,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2412,0,-91,0,0,0,1458478664891,1458478664.93,29881986569,True,77,5
1261248,88e6dd8e-4a2e-4bf1-b669-98ee77718575-13,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1458478664.94,c8:3a:35:32:b5:49,Bluebird,0,0,[WPA-PSK-CCMP+TKIP][ESS],-1,-1,2412,0,-92,0,0,0,1458478664893,1458478664.94,29881986539,True,66,8
1261280,88e6dd8e-4a2e-4bf1-b669-98ee77718575-14,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1458478940.44,d8:fe:e3:76:4e:30,Follow Me Saving & Credit Co-ope,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2412,0,-84,0,0,0,1458478940366,1458478940.44,30157456054,True,70,32
1261472,88e6dd8e-4a2e-4bf1-b669-98ee77718575-20,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1458479183.99,c8:3a:35:3a:95:11,Kantipur,0,0,[WPA2-PSK-CCMP+TKIP][ESS],-1,-1,2427,0,-78,0,0,0,1458479183943,1458479183.99,30401027074,True,75,8
1261504,88e6dd8e-4a2e-4bf1-b669-98ee77718575-21,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1458479184.0,78:44:76:79:e6:18,jpt,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-1,-1,2442,0,-83,0,0,0,1458479183944,1458479184.0,30401027135,True,106,3
1261728,88e6dd8e-4a2e-4bf1-b669-98ee77718575-28,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1458479184.12,e8:40:f2:9b:8d:d7,RAJU,0,0,[WPA-PSK-TKIP][ESS],-1,-1,2412,0,-91,0,0,0,1458479183953,1458479184.12,30401027287,True,82,4
1262112,88e6dd8e-4a2e-4bf1-b669-98ee77718575-40,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1458479772.87,d8:5d:4c:c3:33:3e,mohan,0,0,[WPA-PSK-TKIP][WPA2-PSK-TKIP][ESS],-1,-1,2412,0,-80,0,0,0,1458479772827,1458479772.87,30989915157,True,109,5
1262144,88e6dd8e-4a2e-4bf1-b669-98ee77718575-41,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1458479772.88,bc:96:80:14:ad:c5,PPG,0,0,[WPA2-PSK-CCMP][WPS][ESS],-1,-1,2412,0,-83,0,0,0,1458479772828,1458479772.88,30989915187,True,80,3
1268608,0d1d43f2-fb00-4a5e-a324-e56b1fdfb0c5-11,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1450420979.56,74:e5:0b:ed:82:47,Connectify-DWIT,0,0,[WPA2-PSK-CCMP][ESS],-1,-1,2437,0,-62,0,0,0,1450420979544,1450420979.56,52588256214,True,67,15
1268896,0d1d43f2-fb00-4a5e-a324-e56b1fdfb0c5-20,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1450421699.67,4c:5e:0c:f4:44:29,Deerwalk-IT,0,0,[WPA2-PSK-CCMP][ESS],-1,-1,2422,0,-76,0,0,0,1450421699637,1450421699.67,53308370004,True,68,11
1269184,0d1d43f2-fb00-4a5e-a324-e56b1fdfb0c5-29,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1450421844.04,8e:70:5a:51:d2:20,dell,0,0,[WPA2-PSK-CCMP][ESS],-1,-1,2437,0,-75,0,0,0,1450421843930,1450421844.04,53452643449,True,100,4
1276608,87885965-f701-444d-97b3-ce163664b252-25,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1448243915.84,bc:96:80:14:ae:43,Radiance,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-1,-1,2412,0,-92,0,0,0,1448243915685,1448243915.84,687159576691,True,82,8
1276896,87885965-f701-444d-97b3-ce163664b252-34,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1448244054.68,e8:94:f6:32:dc:78,KR MEDICAL,0,0,[WPA2-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2452,0,-88,0,0,0,1448244054607,1448244054.68,687298504640,True,75,10
1277184,87885965-f701-444d-97b3-ce163664b252-43,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1448244402.84,3a:19:be:1f:b3:60,Handigaon WIFI1,0,0,[WPA2-PSK-CCMP-preauth][ESS],-1,-1,2432,0,-89,0,0,0,1448244402712,1448244402.84,687645634692,True,72,15
1277856,87885965-f701-444d-97b3-ce163664b252-64,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1448245128.77,4c:eb:42:30:03:4b,Vegeta ,0,0,[WPA2-PSK-CCMP][ESS],-1,-1,2437,0,-40,0,0,0,1448245128741,1448245128.77,688371646284,True,86,7
1291712,42943dff-add5-4187-9748-155ab0773de7-8,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1452068515.76,f4:3e:61:5e:ab:df,toshiba,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-1,-1,2462,0,-90,0,0,0,1452068515583,1452068515.76,106810883824,True,116,7
1291776,42943dff-add5-4187-9748-155ab0773de7-10,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1452069027.14,e8:94:f6:33:1a:0f,TP LINK,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2417,0,-88,0,0,0,1452069027128,1452069027.14,107322480710,True,84,7
1291808,42943dff-add5-4187-9748-155ab0773de7-11,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1452069027.15,10:c3:7b:c9:02:3c,megatron,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2462,0,-91,0,0,0,1452069027128,1452069027.15,107322480741,True,109,8
1292256,42943dff-add5-4187-9748-155ab0773de7-25,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1452070025.12,08:10:76:d0:a2:1f,shakyaimpex,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-1,-1,2417,0,-88,0,0,0,1452070024996,1452070025.12,108320324048,True,115,11
1292288,42943dff-add5-4187-9748-155ab0773de7-26,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1452070025.12,74:ea:3a:c4:0c:c2,Ubp prime,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP-preauth][ESS],-1,-1,2462,0,-89,0,0,0,1452070024996,1452070025.12,108320324048,True,85,9
1292544,42943dff-add5-4187-9748-155ab0773de7-34,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1452070616.0,f8:d1:11:78:7d:c2,TP LINK 192.168.1.1,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-1,-1,2422,0,-83,0,0,0,1452070615500,1452070616.0,108910814602,True,84,19
1307200,7d4a50b3-a59d-478a-8aef-42c55a5ff068-14,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1458180062.61,c4:6e:1f:b8:aa:20,Hamro WiFi,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2412,0,-90,0,0,0,1458180062595,1458180062.61,384498252242,True,72,10
1307680,7d4a50b3-a59d-478a-8aef-42c55a5ff068-29,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1458180878.62,e8:de:27:5c:26:f6,TP-LINK_5C26F6,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2462,0,-78,0,0,0,1458180878608,1458180878.62,385314276536,True,84,14
1307840,7d4a50b3-a59d-478a-8aef-42c55a5ff068-34,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1458180878.62,74:a5:28:8d:6c:78,ADYYYmlkaGFuLmJhZGFs,0,0,[WPS][ESS],-1,-1,2437,0,-88,0,0,0,1458180878609,1458180878.62,385314276567,True,65,20
1311072,5b2ec6c2-12cf-46da-a123-77a7c9e748da-29,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1448502237.09,a8:32:9a:00:6c:3c,TP-link,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-1,-1,2412,0,-87,0,0,0,1448502237048,1448502237.09,150874932957,True,84,7
1311168,5b2ec6c2-12cf-46da-a123-77a7c9e748da-32,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1448502237.09,c4:6e:1f:67:fc:58,kalash,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2437,0,-90,0,0,0,1448502237049,1448502237.09,150874932957,True,107,6
1311392,5b2ec6c2-12cf-46da-a123-77a7c9e748da-39,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1448502237.09,14:cc:20:f2:69:f3,still alive,0,0,[WPA-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2462,0,-80,0,0,0,1448502237050,1448502237.09,150904470268,True,115,11
1311456,5b2ec6c2-12cf-46da-a123-77a7c9e748da-41,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1448502237.09,c8:3a:35:32:76:79,jhon bon jovi,0,0,[WPA2-PSK-CCMP+TKIP][ESS],-1,-1,2422,0,-81,0,0,0,1448502237051,1448502237.09,150904470268,True,106,13
1311840,5b2ec6c2-12cf-46da-a123-77a7c9e748da-53,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1448502471.71,e8:de:27:5c:2e:3a,one piece,0,0,[WPA2-PSK-TKIP][WPS][ESS],-1,-1,2422,0,-86,0,0,0,1448502471684,1448502471.71,151140261195,True,111,9
1315136,7782b4be-404a-4dab-8da2-69273d163afd-5,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1447988803.58,80:56:f2:6f:22:2c,Phisonhaven,0,0,[WPA2-PSK-CCMP][ESS],-1,-1,2412,0,-85,0,0,0,1447988803569,1447988803.58,432049575141,True,80,11
1329600,e07d378c-1a2a-4ae9-9f55-d33621dbb9c8-58,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1451447114.21,a8:32:9a:00:25:92,avengesh,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-1,-1,2412,0,-84,0,0,0,1451447114052,1451447114.21,59933981197,True,97,8
1329664,e07d378c-1a2a-4ae9-9f55-d33621dbb9c8-60,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1451447114.27,f8:1a:67:e1:87:54,Ishan 5th Floor,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2437,0,-89,0,0,0,1451447114054,1451447114.27,59933981258,True,73,15
1329888,e07d378c-1a2a-4ae9-9f55-d33621dbb9c8-67,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1451447629.71,04:8d:38:2f:91:59,ozone,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],-1,-1,2412,0,-77,0,0,0,1451447629688,1451447629.71,60449616998,True,111,5
1330016,e07d378c-1a2a-4ae9-9f55-d33621dbb9c8-71,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1451447629.71,04:8d:38:4a:a9:6b,2way,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2457,0,-84,0,0,0,1451447629689,1451447629.71,60449617029,True,50,4
1330080,e07d378c-1a2a-4ae9-9f55-d33621dbb9c8-73,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1451447629.71,04:8d:38:2f:96:8a,Mercyeducation,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],-1,-1,2457,0,-88,0,0,0,1451447629690,1451447629.71,60449617029,True,77,14
1330560,e07d378c-1a2a-4ae9-9f55-d33621dbb9c8-88,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1451447737.62,c8:3a:35:32:6e:e1,Airport Sekuwa,0,0,[WPA-PSK-CCMP+TKIP][ESS],-1,-1,2412,0,-81,0,0,0,1451447737589,1451447737.62,60557516309,True,65,14
1331360,e07d378c-1a2a-4ae9-9f55-d33621dbb9c8-113,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1451448931.82,c8:3a:35:1c:e6:59,chelsea,0,0,[WPA-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2462,0,-86,0,0,0,1451448931681,1451448931.82,61752010487,True,99,7
1334112,bac709b0-b2b8-4cc9-bcae-4692dc5fdd92-4,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1457071872.4,e4:8d:8c:c9:b4:97,SANGATS,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-1,-1,2422,0,-89,0,0,0,1457071872395,1457071872.4,146536131255,True,83,7
1334208,bac709b0-b2b8-4cc9-bcae-4692dc5fdd92-7,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1457072008.72,5e:bb:58:63:7f:66,munmun,0,0,[WPA2-PSK-CCMP][ESS],-1,-1,2462,0,-80,0,0,0,1457072008640,1457072008.72,146672350862,True,109,6
1334336,bac709b0-b2b8-4cc9-bcae-4692dc5fdd92-11,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1457072325.79,70:18:8b:6a:c7:88,Slark,0,0,[WPA2-PSK-CCMP][ESS],-1,-1,2462,0,-77,0,0,0,1457072325745,1457072325.79,146989463089,True,83,5
1341760,86a181da-0418-423f-b487-22579ab10bdc-10,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1454304326.88,f4:ec:38:aa:b4:6a,ss_medical,0,0,[WPA-PSK-TKIP][WPA2-PSK-TKIP][ESS],-1,-1,2412,0,-63,0,0,0,1454304326754,1454304326.88,217977635848,True,115,10
1341792,86a181da-0418-423f-b487-22579ab10bdc-11,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1454304326.9,54:39:df:54:41:8c,WorldLinkFiber,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-1,-1,2457,0,-69,0,0,0,1454304326756,1454304326.9,217977635878,True,87,14
1341824,86a181da-0418-423f-b487-22579ab10bdc-12,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1454304326.9,74:ea:3a:ef:b8:72,TP-LINK_EFB872,0,0,[WPA-PSK-TKIP][WPA2-PSK-TKIP][ESS],-1,-1,2412,0,-86,0,0,0,1454304326757,1454304326.9,217977637771,True,84,14
1341856,86a181da-0418-423f-b487-22579ab10bdc-13,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1454304326.91,18:c5:8a:44:50:50,dare davil,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-1,-1,2422,0,-86,0,0,0,1454304326757,1454304326.91,217977637679,True,100,10
1341888,86a181da-0418-423f-b487-22579ab10bdc-14,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1454304326.91,14:cc:20:a8:28:41,A82841,0,0,[WPA2-PSK-CCMP+TKIP][ESS],-1,-1,2417,0,-86,0,0,0,1454304326759,1454304326.91,217977637740,True,65,6
1341920,86a181da-0418-423f-b487-22579ab10bdc-15,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1454304326.92,14:cc:20:9e:17:70,Broadlink,0,0,[WPA2-PSK-CCMP][WPS-PIN][ESS],-1,-1,2427,0,-90,0,0,0,1454304326760,1454304326.92,217977637709,True,66,9
1341952,86a181da-0418-423f-b487-22579ab10bdc-16,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1454304326.93,c8:3a:35:26:c9:d9,interfacecomputer,0,0,[WPS][WEP][ESS],-1,-1,2412,0,-85,0,0,0,1454304326761,1454304326.93,217977635878,True,105,17
1341984,86a181da-0418-423f-b487-22579ab10bdc-17,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1454304326.95,c4:e9:84:ad:94:12,PATHFINDER_6637427,0,0,[WEP][ESS],-1,-1,2417,0,-88,0,0,0,1454304326763,1454304326.95,217977637740,True,80,18
1342080,86a181da-0418-423f-b487-22579ab10bdc-20,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1454304626.73,e8:de:27:5c:29:68,jeewan,0,0,[WPA-PSK-TKIP][WPS][ESS],-1,-1,2457,0,-73,0,0,0,1454304626674,1454304626.73,218277561323,True,106,6
